model_id,drift_confidence,warning_confidence,two_side_option,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_67,0.0001,0.005,True,10,1000,22,525000.0,26.90909090909091,517.2272727272727,0.08763165662625055,0.0775558503967186,0.26300022972177034,0.24016836513368142,0.8968170485323245,0.9734551282395068,0.04233753702259177,0.04967857419450353,2.7329090909090805,4.773463636363635,13.55974025974026,-38.24734820300329,-82.50357658274868,-24.573779467676058,24.09090909090909,474.59090909090907,2.8181818181818183,20.774272727272763
model_68,0.0001,0.005,True,10,2000,22,525000.0,26.90909090909091,261.04545454545456,0.12711918693179222,0.09317845194258587,0.3404399447807355,0.2500343198930651,0.4620677659945873,0.910213236752983,0.04266235358628089,0.07629168071478475,5.037545454545442,8.328909090909058,6.824675324675325,-21.761801956444156,-44.05615893640296,-21.84189619373748,19.636363636363637,238.86363636363637,7.2727272727272725,13.818090909090943
model_69,0.0001,0.005,True,10,3000,22,525000.0,26.90909090909091,174.6818181818182,0.12782233492143746,0.08118426012454479,0.3028417097891008,0.19310496405713584,0.2503275324528589,0.6298655931171031,0.0388102701895805,0.0817435438125093,5.757272727272706,8.278772727272706,4.583116883116883,-21.376743523086244,-36.265658147793935,-28.52319530164148,14.272727272727273,160.4090909090909,12.636363636363637,8.590030303030339
model_70,0.0001,0.005,True,10,5000,22,525000.0,26.90909090909091,105.0,0.10938253303944814,0.0706890345015418,0.21170766274373262,0.13961787005133258,0.1479633246646568,0.3488560953582534,0.037229437229437196,0.07965367965367963,5.620666666666646,7.752457142857096,2.7610389610389614,-24.15627854456075,-33.16126465286375,-39.426512763136515,8.363636363636363,96.63636363636364,18.545454545454547,5.0777878787878965
model_71,0.0001,0.005,True,50,500,22,525000.0,26.90909090909091,990.0454545454545,0.056013846240653226,0.055126892636203316,0.18869930195235274,0.1863816956078395,0.9961789881156397,0.9993215739484396,0.027619605491834346,0.03036249211835583,1.0632727272727098,2.3418727272727233,25.916883116883117,-74.84868652499718,-159.19988444938087,-38.9458148355326,26.818181818181817,907.0909090909091,0.09090909090909091,26.324212121212124
model_72,0.0001,0.005,True,50,1000,22,525000.0,26.90909090909091,510.45454545454544,0.08861845014228988,0.07868960224311307,0.26517476601525647,0.24241051975866815,0.8817926967388572,0.973701787992712,0.042321343267271654,0.05030244418122865,2.642363636363615,4.861172727272712,13.372727272727273,-37.987880256993755,-81.65793815409175,-24.56194221753567,24.09090909090909,468.04545454545456,2.8181818181818183,20.856181818181845
model_73,0.0001,0.005,True,50,2000,22,525000.0,26.90909090909091,259.1363636363636,0.12888500062317573,0.09165453138301684,0.3399015243486158,0.24314535788787764,0.420076189767534,0.8999331296291896,0.04327262934357091,0.07795451333209179,5.435363636363603,8.241827272727276,6.767532467532467,-21.585462331461432,-43.74568364092268,-21.414442585821718,19.90909090909091,236.86363636363637,7.0,13.470484848484892
model_74,0.0001,0.005,True,50,3000,22,525000.0,26.90909090909091,173.77272727272728,0.12726105798897794,0.08357529990331503,0.2988737051576123,0.19778123527880417,0.30764934951197387,0.6350640180823078,0.04101726113495396,0.08176271882686348,5.352363636363589,8.430372727272683,4.558441558441559,-21.610896898371568,-36.47989649097753,-28.9945789202504,14.227272727272727,159.54545454545453,12.681818181818182,8.863666666666704
model_75,0.0001,0.005,True,50,5000,22,525000.0,26.90909090909091,104.95454545454545,0.11562856727478778,0.07735273985612914,0.22796178785003762,0.154947511444726,0.19141849824886928,0.39232314824254916,0.04242840492840489,0.08355394605394603,5.04654545454541,7.615309090909064,2.748051948051948,-23.74802737602312,-32.73301406113794,-38.891897669829355,8.772727272727273,96.18181818181819,18.136363636363637,5.572818181818205
model_76,0.0001,0.005,True,100,500,22,525000.0,26.90909090909091,974.1818181818181,0.056635930783440584,0.05573233125045218,0.19064923359712369,0.18818242814713812,0.9929883437667908,0.9993215739484396,0.027903256368811614,0.030704554281969845,1.1962727272727216,2.6018818181818113,25.512987012987015,-73.93074081688518,-157.0087849340209,-39.02808239468095,26.818181818181817,892.9545454545455,0.09090909090909091,26.32490909090909
model_77,0.0001,0.005,True,100,1000,22,525000.0,26.90909090909091,506.1818181818182,0.08921783031056162,0.0776322700962948,0.2669094046949054,0.24027166457537782,0.8709565981072661,0.9741138897678335,0.0421084365079862,0.05060989807055776,2.8399090909090656,5.065272727272711,13.261038961038961,-37.644721543107956,-80.92570545023247,-24.504229589545695,24.136363636363637,464.1363636363636,2.772727272727273,20.406636363636395
model_78,0.0001,0.005,True,100,2000,22,525000.0,26.90909090909091,257.72727272727275,0.12654537006429611,0.09306172169265667,0.33836314678833784,0.24867452946821852,0.4387258400474352,0.9004149574621795,0.040973848876280666,0.07593304813042308,4.941818181818169,8.075745454545427,6.75974025974026,-22.377164574210084,-44.53032804807625,-22.936946473640635,19.454545454545453,236.5909090909091,7.454545454545454,13.76296969696974
model_79,0.0001,0.005,True,100,3000,22,525000.0,26.90909090909091,173.22727272727272,0.12622679469901624,0.08310131449187177,0.2963750008934023,0.19772608974909492,0.27476858242112834,0.6056329604435404,0.04113657269993595,0.0809700348141593,5.0240952380952235,8.362961904761884,4.548051948051948,-21.59722022551904,-36.451209375130915,-29.033862014349474,14.045454545454545,159.1818181818182,12.863636363636363,8.731000000000023
model_80,0.0001,0.005,True,100,5000,22,525000.0,26.90909090909091,104.72727272727273,0.1120316407435645,0.07732450632584567,0.21816555398419954,0.1546863726259629,0.17227565503358247,0.3818885945546586,0.03989392959981192,0.08155349552408374,5.015454545454523,7.586618181818158,2.748051948051948,-24.016985547027016,-33.00197334175631,-39.38812801329873,8.545454545454545,96.18181818181819,18.363636363636363,5.5175454545454805
model_81,0.0001,0.01,False,1,500,22,525000.0,26.90909090909091,975.1363636363636,0.05657155143828889,0.055571960643293845,0.1901072873100765,0.18751540341922238,0.9926126863663399,0.9960748207016863,0.027896385227091612,0.03067681646330325,1.3409999999999973,2.589318181818178,25.553246753246754,-73.41939158231598,-156.5413947037904,-37.994753657942425,26.772727272727273,894.3636363636364,0.13636363636363635,26.217151515151514
model_82,0.0001,0.01,False,1,1000,22,525000.0,26.90909090909091,502.45454545454544,0.0898119436503235,0.07905453842641157,0.26739234795285705,0.24262061227105713,0.8998896322940887,0.971242793921531,0.04259399298564189,0.0510495692945363,2.6874545454545187,4.833299999999995,13.154545454545454,-37.29643539324539,-80.20839413709314,-24.24954693041242,24.136363636363637,460.40909090909093,2.772727272727273,20.707848484848515
model_83,0.0001,0.01,False,1,2000,22,525000.0,26.90909090909091,255.77272727272728,0.12479935421277834,0.08690132875380026,0.33244594558545976,0.2347791187655273,0.3686105840508493,0.8841019490654062,0.038716762880157705,0.07507350518659274,5.5111818181818055,8.211190909090892,6.709090909090909,-23.054074963245093,-44.99432803696282,-23.947584790022596,19.09090909090909,234.8181818181818,7.818181818181818,12.62803030303035
model_84,0.0001,0.01,False,1,3000,22,525000.0,26.90909090909091,171.9090909090909,0.12206296424569997,0.07811774033364464,0.2840450763188336,0.18395962409240532,0.2842410919247033,0.5949158406816296,0.039710761331652626,0.07898819969608105,5.368363636363598,8.138490909090901,4.522077922077922,-22.06284524975438,-36.786786815878855,-29.837238103055782,13.636363636363637,158.27272727272728,13.272727272727273,8.253575757575792
model_85,0.0001,0.01,False,1,5000,22,525000.0,26.90909090909091,104.04545454545455,0.11187132747807413,0.07624333159687337,0.21962444886791266,0.15218075918419538,0.20530062786596498,0.3846294125978258,0.04395688956037585,0.080931178388151,5.0616190476190335,7.739076190476166,2.7311688311688314,-23.61904069486983,-32.52402736630939,-38.84836554096824,8.454545454545455,95.5909090909091,18.454545454545453,5.428484848484865
model_86,0.0001,0.01,False,10,500,22,525000.0,26.90909090909091,940.5454545454545,0.057530776554144805,0.05666939007481622,0.19310311698695767,0.19087499376341863,0.986155624247504,0.9895813142081799,0.02843251588021624,0.031201637357293362,1.1705454545454161,2.457118181818184,24.61558441558441,-71.29064476921891,-151.60837360859432,-37.813598531349385,26.681818181818183,861.5454545454545,0.22727272727272727,26.20566666666667
model_87,0.0001,0.01,False,10,1000,22,525000.0,26.90909090909091,490.77272727272725,0.0895919152211885,0.07911630297438,0.2666965725241279,0.24243748572713042,0.8535017087772142,0.9586891297223722,0.042158097385076365,0.05089460042897052,2.5412727272727076,4.927609090909075,12.84935064935065,-36.97204117995877,-78.96341158661225,-24.885446885722935,23.772727272727273,449.72727272727275,3.1363636363636362,20.452606060606083
model_88,0.0001,0.01,False,10,2000,22,525000.0,26.90909090909091,251.8181818181818,0.12659799759794066,0.08775559676035917,0.337247714398487,0.24124080713245719,0.4514187306739348,0.8887989654074061,0.04001289627481886,0.07603382740403687,4.909636363636351,7.61950909090908,6.5870129870129865,-22.060830837478253,-43.62663216498695,-22.68702108281481,19.136363636363637,230.54545454545453,7.7727272727272725,12.481606060606099
model_89,0.0001,0.01,False,10,3000,22,525000.0,26.90909090909091,169.54545454545453,0.1287147928155729,0.08405109020459532,0.3054059293920295,0.20608402411712284,0.29772964182784645,0.6496161652659129,0.04112440134427957,0.08234361345186153,5.315181818181808,8.176281818181792,4.441558441558442,-21.30796401421132,-35.81703518099612,-28.82615570354619,14.090909090909092,155.45454545454547,12.818181818181818,8.57587878787882
model_90,0.0001,0.01,False,10,5000,22,525000.0,26.90909090909091,103.0909090909091,0.12203087487854694,0.0822542733547268,0.24761310930291264,0.17070012957868505,0.2064744416414748,0.4477339835069534,0.04513550045281673,0.08635572896064372,4.865818181818153,8.19231818181816,2.68961038961039,-22.92054976475617,-31.700539738125,-37.848736596253566,8.954545454545455,94.13636363636364,17.954545454545453,5.675969696969717
model_91,0.0001,0.01,False,50,500,22,525000.0,26.90909090909091,817.7272727272727,0.062402367032412816,0.060305561673021806,0.20827859388805753,0.20234147242571057,0.9420402859617636,0.9673136611536047,0.030387121684325724,0.03386603365771909,1.4189090909090827,3.358863636363633,21.315584415584414,-61.36692120980563,-131.2720263899159,-33.05073225611414,26.09090909090909,746.0454545454545,0.8181818181818182,25.07509090909091
model_92,0.0001,0.01,False,50,1000,22,525000.0,26.90909090909091,441.09090909090907,0.09603479372745433,0.08417195250064959,0.28266108946437235,0.2545137992328403,0.7856235257838226,0.9394541510082545,0.04418391658136283,0.05457064702877221,2.5659090909090656,5.274999999999984,11.47922077922078,-33.056845690694495,-70.76479874971932,-23.20286916118208,23.363636363636363,401.77272727272725,3.5454545454545454,19.782848484848515
model_93,0.0001,0.01,False,50,2000,22,525000.0,26.90909090909091,230.5909090909091,0.13118815512450246,0.09209258523261375,0.33998216303140655,0.24011996956396475,0.36002493341340597,0.8450660479738047,0.04109370883333342,0.07909839424173731,5.344545454545448,8.34842727272727,6.012987012987012,-21.405438853784176,-41.19844535951773,-23.64529923728103,18.40909090909091,210.45454545454547,8.5,12.175818181818215
model_94,0.0001,0.01,False,50,3000,22,525000.0,26.90909090909091,157.1818181818182,0.1338513936733311,0.09024075446482717,0.3092624788210397,0.21083117291097234,0.299856285665423,0.624560627093746,0.04770508754460649,0.08564991421912942,5.049727272727255,8.557245454545436,4.1000000000000005,-20.747546892165726,-34.1967188226997,-29.20477910871692,13.681818181818182,143.5,13.227272727272727,8.642121212121234
model_95,0.0001,0.01,False,50,5000,22,525000.0,26.90909090909091,97.54545454545455,0.11813149815911665,0.07886565582793831,0.23161123557790864,0.15917714489372536,0.1752077059308276,0.37365861567457054,0.041609574332740845,0.08411437774555047,5.386299999999968,7.992079999999961,2.550649350649351,-23.875648041447786,-32.23564001418266,-39.74110660053489,8.272727272727273,89.27272727272727,18.636363636363637,5.130181818181842
model_96,0.0001,0.01,False,100,500,22,525000.0,26.90909090909091,737.8636363636364,0.06588212274742201,0.061785487694761755,0.21433713033829915,0.20347671326806607,0.8925205472107954,0.91845156228578,0.0317876821291692,0.035964341290955264,1.4447272727272644,3.6559181818181767,19.2025974025974,-56.13313669269703,-118.91055177999274,-32.517156421776455,25.136363636363637,672.0909090909091,1.7727272727272727,23.298787878787895
model_97,0.0001,0.01,False,100,1000,22,525000.0,26.90909090909091,407.59090909090907,0.0980765275869957,0.08530789477175359,0.28140791363422557,0.25055325460025973,0.732270599961332,0.8889552697653951,0.04364544465500691,0.05603670680727791,2.8099090909090965,5.495890909090883,10.612987012987013,-31.431781031463924,-66.14619554711781,-23.938210137273344,22.40909090909091,371.45454545454544,4.5,18.779333333333366
model_98,0.0001,0.01,False,100,2000,22,525000.0,26.90909090909091,215.95454545454547,0.13485233949857478,0.10217038776900096,0.3387917890871579,0.2597420137448862,0.4626017938686338,0.8149795571964653,0.050498356846366436,0.08206632711497483,4.471363636363612,7.8325545454545304,5.603896103896104,-20.63725408599778,-38.99943159126872,-24.319801696998674,17.954545454545453,196.13636363636363,8.954545454545455,12.859848484848522
model_99,0.0001,0.01,False,100,3000,22,525000.0,26.90909090909091,148.27272727272728,0.13237403374944204,0.08826433976707372,0.294611164291854,0.19581992928081327,0.2598002940278508,0.5537517515946759,0.04438070597363605,0.08581253664536048,5.2911428571428285,8.500333333333312,3.864935064935065,-21.35140584481858,-33.99571136806292,-30.983798537741862,13.0,135.27272727272728,13.909090909090908,8.093606060606085
model_100,0.0001,0.01,False,100,5000,22,525000.0,26.90909090909091,93.04545454545455,0.12306883616767483,0.08426119195928472,0.23347904184718649,0.16405998817473189,0.17276347894163355,0.35879092239317734,0.044792950798241464,0.08840405114617367,5.189199999999958,7.563269999999993,2.4181818181818184,-23.100428858088932,-31.000422003693174,-39.10497773983227,8.409090909090908,84.63636363636364,18.5,5.308212121212143
model_101,0.0001,0.01,True,1,500,22,525000.0,26.90909090909091,1039.9545454545455,0.05395962453350923,0.0532305660474647,0.18305052171237363,0.18115026488379354,0.9972695159423215,0.9993215739484396,0.026606926501600382,0.029188966616817802,1.2717272727272488,2.2450181818181694,27.216883116883118,-78.76858102380527,-167.27796525728021,-40.69570708888597,26.818181818181817,952.5909090909091,0.09090909090909091,26.399545454545454
model_102,0.0001,0.01,True,1,1000,22,525000.0,26.90909090909091,523.0,0.08702523613739149,0.07708070859330816,0.2621667476753532,0.23954288249211556,0.9356963547890786,0.9743605495210389,0.04252219213673291,0.04923844716126771,2.502818181818174,4.673627272727251,13.681818181818182,-38.64555422318878,-83.28560268386722,-24.780075447395017,24.136363636363637,478.8636363636364,2.772727272727273,20.835696969696986
model_103,0.0001,0.01,True,1,2000,22,525000.0,26.90909090909091,262.27272727272725,0.12595179870261514,0.08745102168738844,0.33712217187388266,0.23729624686478373,0.4043426541206099,0.9054676498601272,0.041767704619996106,0.0756299773961866,5.425454545454527,8.351281818181818,6.871428571428572,-22.268749225824816,-44.698072454005995,-22.235905793552412,19.59090909090909,240.5,7.318181818181818,12.920515151515184
model_104,0.0001,0.01,True,1,3000,22,525000.0,26.90909090909091,175.0,0.12606095986528829,0.08342332017406118,0.2963278700238569,0.20051930348424998,0.28608873012056696,0.5956384616325155,0.04285714285714282,0.08077922077922074,5.236761904761886,8.112923809523785,4.596103896103896,-21.29107998216364,-36.224945277577945,-28.50596551627467,14.136363636363637,160.86363636363637,12.772727272727273,8.831818181818202
model_105,0.0001,0.01,True,1,5000,22,525000.0,26.90909090909091,105.0,0.11948822589403715,0.07889061917731527,0.232092342943113,0.15228782643648708,0.13907387129598253,0.37747050453061315,0.04285714285714282,0.08614718614718612,6.056000000000007,7.8933428571428434,2.7415584415584417,-22.419394134641784,-31.33438333341846,-36.916444989798904,9.045454545454545,95.95454545454545,17.863636363636363,5.7069090909090985
model_106,0.0001,0.01,True,10,500,22,525000.0,26.90909090909091,1019.2727272727273,0.05491302141395573,0.0542076197097469,0.18564429735287627,0.18378883344271896,0.9969499674397749,0.9996607869742197,0.027081347537592837,0.0297316588250205,1.120727272727264,2.230354545454536,26.687012987012988,-77.17797091117713,-163.98269567325877,-40.00288125740904,26.863636363636363,934.0454545454545,0.045454545454545456,26.461363636363636
